2.109374999999993200e-04 5.383999999999999897e-01 1.411699999999999955e+00 1.398030877113342285e+00 4.916190719604492188e+01 3.662109372726263246e-05 1.510899999999999910e+00
4.499940234374999193e+01 1.323499999999999899e+00 6.411999999999999922e-01 9.148480296134948730e-01 5.039646911621093750e+01 1.220703126136868377e-05 1.470599999999999907e+00
8.999961328124999227e+01 1.375599999999999934e+00 5.738999999999999657e-01 6.304668784141540527e-01 7.293627929687500000e+01 2.441406252273736754e-05 1.490499999999999936e+00
1.349997187499999995e+02 5.596999999999999753e-01 1.376700000000000035e+00 9.465720057487487793e-01 9.221278381347656250e+01 1.220703126136868377e-05 1.486099999999999977e+00
1.799998593749999998e+02 5.469000000000000528e-01 1.384600000000000053e+00 1.433253288269042969e+00 9.179930877685546875e+01 1.220703126136868377e-05 1.488699999999999912e+00
2.249999824218749893e+02 1.385000000000000009e+00 6.135000000000000453e-01 1.816233992576599121e+00 8.274971008300781250e+01 1.220703126136868377e-05 1.514799999999999924e+00
2.699998945312499927e+02 1.350200000000000067e+00 5.212999999999999856e-01 1.918352842330932617e+00 7.039705657958984375e+01 0.000000000000000000e+00 1.447300000000000031e+00
3.149998417968749891e+02 5.109000000000000208e-01 1.351199999999999957e+00 1.749526023864746094e+00 5.781121444702148438e+01 0.000000000000000000e+00 1.444600000000000106e+00
-1.757812500000066613e-05 1.046200000000000019e+00 1.253219999999999956e+01 4.550223827362060547e+00 1.673655853271484375e+02 4.999987792968738631e+00 1.257579999999999920e+01
4.500003515624999295e+01 8.093299999999999272e+00 9.617000000000000881e+00 5.692041873931884766e+00 1.257132873535156250e+02 4.999975585937534106e+00 1.256930000000000014e+01
9.000040429687499000e+01 1.246219999999999928e+01 1.063499999999999890e+00 6.367373466491699219e+00 8.950652313232421875e+01 4.999963378906272737e+00 1.250750000000000028e+01
1.350001582031250109e+02 9.556100000000000705e+00 7.993400000000000283e+00 6.377339363098144531e+00 5.513940048217773438e+01 4.999963378906272737e+00 1.245850000000000080e+01
1.800002988281250111e+02 1.041400000000000103e+00 1.248930000000000007e+01 5.752095222473144531e+00 1.897457313537597656e+01 5.000000000000000000e+00 1.253260000000000041e+01
2.250001406250000002e+02 8.092100000000000293e+00 9.580199999999999605e+00 4.627954006195068359e+00 3.377009582519531250e+02 4.999963378906272737e+00 1.254039999999999999e+01
2.700001054687500073e+02 1.242730000000000068e+01 9.886000000000000343e-01 3.539540529251098633e+00 2.845369567871093750e+02 4.999926757812488631e+00 1.246659999999999968e+01
3.150003164062499650e+02 9.554800000000000182e+00 8.166900000000000048e+00 3.540645599365234375e+00 2.209336090087890625e+02 4.999987792968738631e+00 1.256949999999999967e+01
1.054687499999996600e-04 1.469200000000000061e+00 2.645110000000000028e+01 9.899548530578613281e+00 1.753381195068359375e+02 1.000000000000000000e+01 2.649190000000000111e+01
4.500056249999999380e+01 1.761609999999999943e+01 1.985630000000000095e+01 1.099654102325439453e+01 1.314268951416015625e+02 1.000000000000000000e+01 2.654429999999999978e+01
9.000033398437498988e+01 2.641150000000000020e+01 1.593599999999999905e+00 1.166480922698974609e+01 9.086264801025390625e+01 1.000001220703126137e+01 2.645949999999999847e+01
1.349997011718749889e+02 1.992010000000000147e+01 1.764089999999999847e+01 1.172529888153076172e+01 5.148177337646484375e+01 9.999975585937534106e+00 2.660849999999999937e+01
1.799997011718749889e+02 1.580500000000000016e+00 2.648079999999999856e+01 1.100380802154541016e+01 1.088980484008789062e+01 1.000001220703126137e+01 2.652789999999999893e+01
2.249995253906249957e+02 1.751899999999999835e+01 1.986850000000000094e+01 9.912012100219726562e+00 3.267956848144531250e+02 1.000002441406252274e+01 2.648910000000000053e+01
2.700001406249999718e+02 2.640769999999999840e+01 1.566500000000000004e+00 9.032144546508789062e+00 2.772536926269531250e+02 1.000000000000000000e+01 2.645410000000000039e+01
3.149999472656249964e+02 1.973890000000000100e+01 1.756960000000000122e+01 9.015748977661132812e+00 2.248768615722656250e+02 1.000001220703126137e+01 2.642569999999999908e+01
5.273437499999939632e-05 2.090800000000000214e+00 4.083259999999999934e+01 1.511955928802490234e+01 1.780005798339843750e+02 1.499997558593753411e+01 4.088609999999999900e+01
