273.99998 0.0
273.99999 0.0
274.00004 0.0
274.00001 0.0
274.0 0.0
274.0 0.0
273.99998 0.0
274.0 5.483261069299996
274.1 0.0
274.10001 0.0
274.09999 0.0
274.10001 0.0
274.1 0.0
274.09999 0.0
274.09995 0.0
274.09996 6.416943124924993
274.19999 0.0
274.20005 0.0
274.19999 0.0
274.19999 0.0
274.19998 0.0
274.19999 0.0
274.20007 0.0
274.2 7.333704563760983
274.30004 0.0
274.3 0.0
274.3 0.0
274.29998 0.0
274.30002 0.0
274.29999 0.0
274.3 0.0
274.30004 7.508063003710942
274.39998 0.0
274.40001 0.0
274.40001 0.0
274.39998 0.0
274.40001 0.0
274.39995 0.0
274.39996 0.0
274.40004 9.56759278152497
274.49995 0.0
274.5 0.0
274.50001 0.0
274.50001 0.0
274.50001 0.0
274.49995 0.0
274.50004 0.0
274.5 10.84706526642496
274.60001 0.0
274.6 0.0
274.59998 0.0
274.59995 0.0
274.59998 0.0
274.59999 0.0
274.59998 0.0
274.59998 12.104880367243794
274.70004 0.0
274.69998 0.0
274.70002 0.0
274.69995 0.0
274.69998 0.0
274.70005 0.0
274.69995 0.0
274.7 13.42537223247503
274.79996 0.0
274.80004 0.0
274.79999 0.0
274.79999 0.0
274.80004 0.0
274.8 0.0
274.79996 0.0
274.79999 14.911690178318722
274.89995 0.0
274.89998 0.0
274.90002 0.0
274.90004 0.0
274.90002 0.0
274.89999 0.0
274.9 0.0
274.89995 16.42182740882341
275.00001 0.0
275.00005 0.0
275.00005 0.0
275.00006 0.0
275.00007 0.0
275.00001 0.0
274.99998 0.0
274.99996 18.15499721544998
275.1 0.0
275.10002 0.0
275.09996 0.0
275.09994 0.0
275.09994 0.0
275.09998 0.0
275.1 0.0
275.10001 19.81727365946871
275.19999 0.0
275.19991 0.0
275.2 0.0
275.19995 0.0
275.19998 0.0
275.20001 0.0
275.19998 0.0
275.19999 21.5143112014188
275.30005 0.0
275.29998 0.0
275.29993 0.0
275.29996 0.0
275.30001 0.0
275.29998 0.0
275.30002 0.0
275.30006 23.398823186968677
275.39995 0.0
275.40002 0.0
275.39995 0.0
275.40005 0.0
275.39995 0.0
275.40002 0.0
275.40002 0.0
275.40001 25.217819402799975
275.5 0.0
275.50004 0.0
275.49999 0.0
275.49995 0.0
275.49998 0.0
275.5 0.0
275.49998 0.0
275.49995 27.32805335563598
275.60001 0.0
275.59996 0.0
275.59999 0.0
275.6 0.0
275.6 0.0
275.59994 0.0
275.60004 0.0
275.59994 32.843740553500055
275.7 0.0
275.69999 0.0
275.69996 0.0
275.70004 0.0
275.7 0.0
275.69999 0.0
275.70004 0.0
275.7 31.481565269210805
275.80004 0.0
275.80006 0.0
275.80004 0.0
275.79994 0.0
275.80002 0.0
275.79999 0.0
275.79995 0.0
275.79999 33.752769399724905
275.89996 0.0
275.90001 0.0
275.89999 0.0
275.9 0.0
275.9 0.0
275.89998 0.0
275.9 0.0
275.89999 35.957865995699905
276.0 0.0
275.99995 0.0
275.99995 0.0
275.99999 0.0
275.99998 0.0
276.0 0.0
276.00006 0.0
276.00001 38.377432278423484
