2.38E+02 2.42E+02 nan nan 0.00E+00 3.34E-04 3.39E+02
2.38E+02 2.42E+02 nan nan 0.00E+00 3.34E-04 3.39E+02
2.37E+02 2.43E+02 nan nan 0.00E+00 9.00E+01 3.40E+02
2.39E+02 2.43E+02 nan nan 0.00E+00 1.80E+02 3.41E+02
2.39E+02 2.42E+02 nan nan 0.00E+00 2.70E+02 3.40E+02
2.37E+02 2.57E+02 nan nan 6.00E+00 1.41E-04 3.50E+02
2.53E+02 2.43E+02 nan nan 6.00E+00 9.00E+01 3.51E+02
2.39E+02 2.27E+02 nan nan 6.00E+00 1.80E+02 3.30E+02
2.23E+02 2.42E+02 nan nan 6.00E+00 2.70E+02 3.29E+02
2.37E+02 2.74E+02 nan nan 1.20E+01 -1.76E-04 3.62E+02
2.69E+02 2.43E+02 nan nan 1.20E+01 9.00E+01 3.63E+02
2.39E+02 2.11E+02 nan nan 1.20E+01 1.80E+02 3.19E+02
2.07E+02 2.41E+02 nan nan 1.20E+01 2.70E+02 3.18E+02
2.37E+02 2.91E+02 nan nan 1.80E+01 -5.27E-05 3.75E+02
2.86E+02 2.43E+02 nan nan 1.80E+01 9.00E+01 3.76E+02
2.39E+02 1.94E+02 nan nan 1.80E+01 1.80E+02 3.08E+02
1.90E+02 2.41E+02 nan nan 1.80E+01 2.70E+02 3.07E+02
2.37E+02 3.08E+02 nan nan 2.40E+01 0.00E+00 3.89E+02
3.04E+02 2.44E+02 nan nan 2.40E+01 9.00E+01 3.90E+02
2.40E+02 1.76E+02 nan nan 2.40E+01 1.80E+02 2.98E+02
1.72E+02 2.41E+02 nan nan 2.40E+01 2.70E+02 2.96E+02
2.37E+02 3.27E+02 nan nan 3.00E+01 3.16E-04 4.04E+02
3.23E+02 2.44E+02 nan nan 3.00E+01 9.00E+01 4.05E+02
2.40E+02 1.57E+02 nan nan 3.00E+01 1.80E+02 2.87E+02
1.53E+02 2.41E+02 nan nan 3.00E+01 2.70E+02 2.85E+02
2.36E+02 3.49E+02 nan nan 3.60E+01 1.23E-04 4.21E+02
3.44E+02 2.44E+02 nan nan 3.60E+01 9.00E+01 4.22E+02
2.40E+02 1.36E+02 nan nan 3.60E+01 1.80E+02 2.76E+02
1.32E+02 2.40E+02 nan nan 3.60E+01 2.70E+02 2.74E+02
2.36E+02 3.73E+02 nan nan 4.20E+01 7.03E-05 4.41E+02
3.68E+02 2.45E+02 nan nan 4.20E+01 9.00E+01 4.42E+02
2.40E+02 1.13E+02 nan nan 4.20E+01 1.80E+02 2.65E+02
1.08E+02 2.40E+02 nan nan 4.20E+01 2.70E+02 2.63E+02
2.36E+02 4.01E+02 nan nan 4.80E+01 -4.39E-04 4.65E+02
3.96E+02 2.45E+02 nan nan 4.80E+01 9.00E+01 4.66E+02
2.41E+02 8.49E+01 nan nan 4.80E+01 1.80E+02 2.55E+02
8.07E+01 2.40E+02 nan nan 4.80E+01 2.70E+02 2.53E+02
2.35E+02 4.35E+02 nan nan 5.40E+01 -1.41E-04 4.94E+02
4.30E+02 2.46E+02 nan nan 5.40E+01 9.00E+01 4.95E+02
2.41E+02 5.10E+01 nan nan 5.40E+01 1.80E+02 2.47E+02
4.68E+01 2.39E+02 nan nan 5.40E+01 2.70E+02 2.44E+02
