234.6696 234.6696 nan nan 272.6 -0.0001 341.7382
234.6399 234.6399 nan nan 272.6 90.0002 342.6562
235.8937 235.8937 nan nan 272.6 179.9996 343.5256
235.952 235.952 nan nan 272.6 270.0002 342.5956
235.1348 235.1348 nan nan 278.6 -0.0001 354.3402
251.2873 251.2873 nan nan 278.6 89.9997 353.9283
235.5381 235.5381 nan nan 278.6 180.0002 331.342
219.3529 219.3529 nan nan 278.6 269.9998 331.7052
235.5171 235.5171 nan nan 284.6 0.0 367.3672
268.2354 268.2354 nan nan 284.6 89.9995 365.9201
235.1388 235.1388 nan nan 284.6 179.9993 319.4416
202.4575 202.4575 nan nan 284.6 270.0 321.0701
235.9327 235.9327 nan nan 290.6 0.0003 381.2685
285.7126 285.7126 nan nan 290.6 89.9999 378.6092
234.779 234.779 nan nan 290.6 180.0008 307.689
184.9174 184.9174 nan nan 290.6 270.0002 310.6845
236.3562 236.3562 nan nan 296.6 -0.0002 396.2724
304.276 304.276 nan nan 296.6 89.9998 392.5276
234.2956 234.2956 nan nan 296.6 180.0001 295.531
166.4762 166.4762 nan nan 296.6 270.0002 300.5011
236.8677 236.8677 nan nan 302.6 -0.0001 412.9105
324.3723 324.3723 nan nan 302.6 90.0001 408.063
233.8756 233.8756 nan nan 302.6 179.9995 283.4183
146.4294 146.4294 nan nan 302.6 270.0 290.2019
