235.0746 235.0746 nan nan 277.5 0.0002 352.0226
248.2916 248.2916 nan nan 277.5 90.0004 351.8692
235.5881 235.5881 nan nan 277.5 180.0 333.4964
222.4463 222.4463 nan nan 277.4999 270.0004 333.6915
235.2305 235.2305 nan nan 280.0 0.0001 357.3166
255.2735 255.2735 nan nan 280.0 90.0001 356.7079
235.4304 235.4304 nan nan 280.0 180.0006 328.5121
215.4422 215.4422 nan nan 280.0 269.9996 329.2423
235.0752 235.0752 nan nan 277.5 0.0001 352.0212
248.2914 248.2914 nan nan 277.5 89.999 351.8705
235.5891 235.5891 nan nan 277.5 180.0011 333.4993
222.4429 222.4429 nan nan 277.5 269.9995 333.6824
