329.2776 329.2776 nan nan 272.8 0.0002 418.1225
244.4554 244.4554 nan nan 272.8 89.9997 287.7733
142.3993 142.3993 nan nan 272.8 179.9998 279.4659
226.4451 226.4451 nan nan 272.8 269.9997 412.8834
331.2582 331.2582 nan nan 276.4 -0.0003 425.8748
254.2796 254.2796 nan nan 276.3999 90.0005 295.3263
140.2297 140.2297 nan nan 276.4 180.0 269.8137
216.8742 216.8742 nan nan 276.4 270.0003 406.3434
330.1158 330.1158 nan nan 280.0 0.0002 431.1699
263.8342 263.8342 nan nan 280.0 90.0004 304.9427
139.9126 139.9126 nan nan 280.0 180.0006 261.3127
207.059 207.059 nan nan 280.0 269.9994 400.6799
