sensor angle	rotator angle	time, sec	initial time, sec
37.4886	309.22149658203125	1705563302.6680052	1705563300.9482381
26.1967	245.51381835937502	1705563307.2055728	1705563300.9482381
50.2874	221.50421142578128	1705563308.9332416	1705563300.9482381
57.5718	212.99998779296877	1705563310.649969	1705563300.9482381
